Lambeth Invoices Over Specified Nett Amount,,,,,
,,,,,
Report Date:† 02/07/2012† 16:59:18,,,,,
,,,,,
Parameters: ,,,,,
Invoice Approval Date From:† 01-JUN-2012,,,,,
Invoice Approval Date To:††††† 30-JUN-2012,,,,,
Invoice Threshold Nett Amt:†† 500,,,,,
,,,,,
Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,07/06/2012,1316.50,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,07/06/2012,13497.28,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,07/06/2012,16355.06,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,07/06/2012,6880.78,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/06/2012739.86,STATUTORY NOTICES
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/06/2012,1061.55,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/06/2012,6653.69,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/06/2012,10292.82,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/06/2012637.48,EQUIPMENT - OTHER
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012768.93,AIDS TO MOVEMENT
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,196791.18,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,4743.56,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,9328.92,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,1838.25,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,35987.53,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,13911.75,STRUCTURAL MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,27/06/2012,1299.52,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,31/05/2012,2213.16,REPAIRS & ALTERATIONS
Lambeth,"Housing, Regeneration and Environment",F S Properties,18/06/2012,2277.71,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",F S Properties,25/06/2012,1988.75,RENT - TAL (TEMPORARY ACCOMMODATION LICENCES)
Lambeth,"Housing, Regeneration and Environment",F S Properties,25/06/2012,65233.53,RENT - PAS - LEASING SCHEME
Lambeth,Children and Young People's Service,Fairley House School,27/06/2012,8900.00,FEES - SPECIAL SCHOOLS
Lambeth,Adults' and Community Services,Fairlie House,25/06/2012,2275.85,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Fairlie House,25/06/2012,5265.35,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Fairlie House,25/06/2012,3214.72,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,01/06/2012,1798.65,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,2616.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3597.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3597.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3597.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3597.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3597.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3747.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3165.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3372.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3372.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3458.10,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3112.20,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,2506.80,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,3458.10,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,06/06/2012,2555.40,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Families For Children (South) Ltd,13/06/2012,1918.56,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Family Care Homes Ltd,18/06/2012,2425.56,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Family Care Homes Ltd,18/06/2012,2519.72,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Family Care Homes Ltd,18/06/2012,2501.57,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Family Care Homes Ltd,18/06/2012,2420.87,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Family Care Homes Ltd,18/06/2012,2501.57,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Family Mosaic,08/06/2012,5640.28,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Family Mosaic,08/06/2012,33479.96,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Family Mosaic,08/06/2012,3198.00,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Family Mosaic,08/06/2012,2352.00,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Fernihurst Nursing Home,25/06/2012,1237.97,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Fieldside Care Home,25/06/2012,1682.57,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Fieldside Care Home,25/06/2012,1457.66,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Fieldside Care Home,25/06/2012,1337.66,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Fisher Meredith Solicitors,01/06/2012750,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Fisher Meredith Solicitors,06/06/2012,2500.00,DAMAGES - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Fisher Meredith Solicitors,06/06/2012,1000.00,OPPOSITION COSTS - HOUSING POSSESSIONS
Lambeth,Office of the Chief Executive/Finance and Resources,Fisher Meredith Solicitors,18/06/2012,7180.00,OPPOSITION COSTS - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Fisher Meredith Solicitors,18/06/2012,17000.00,OPPOSITION COSTS - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Fisher Meredith Solicitors,18/06/2012,6350.00,OPPOSITION COSTS - HOUSING DISREPAIR
Lambeth,Children and Young People's Service,Focus Education (Lambeth) Ltd,22/06/2012,210252.57,UNITARY PAYMENT
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,08/06/2012,1220.94,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,08/06/2012,2839.35,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,12/06/2012,5355.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,12/06/2012,1162.70,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,12/06/2012,1455.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,12/06/2012,1343.40,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,12/06/2012931.2,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,13/06/2012,1221.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,18/06/2012581.4,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,18/06/2012,1220.94,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,28/05/2012,1665.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,28/05/2012,6912.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,28/05/2012,2296.00,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,28/05/2012,1120.35,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,28/05/2012970,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,29/05/2012,1162.80,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,29/05/2012,1220.94,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Focused Healthcare Ltd,29/05/2012,2818.34,FAMILY SUPPORT PACKAGES(S17)
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3983.91,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,2813.70,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,5126.10,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,2813.70,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,2727.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3337.80,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,2727.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3337.80,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,5142.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,2571.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,11/06/2012,3441.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,19/06/2012,5314.02,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2817.90,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3449.06,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2817.90,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3337.80,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,1885.62,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,4116.70,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2907.49,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,5296.97,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2907.49,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2817.90,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2817.90,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,3449.06,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,5314.02,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,6421.34,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,22/06/2012,2657.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,4116.70,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,5296.97,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,2907.49,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,26/06/2012,2907.49,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,30/05/2012,3441.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,30/05/2012917.68,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foster Care Associates Ltd,30/05/2012,3555.70,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Fostering Outcomes,07/06/2012,3360.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Fostering Outcomes,07/06/2012,3411.00,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Foundation6608/06/2012,14281.40,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Four Seasons Blinds and Shutters,09/05/2012,2226.97,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,3422.66,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,4230.38,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,5726.56,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2436.22,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2436.22,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2773.72,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2444.19,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2059.72,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2487.99,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1808.41,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2429.96,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2429.96,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1090.00,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1889.92,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1829.83,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1924.76,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1919.10,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2419.67,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1784.15,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1790.61,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,2419.50,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1908.81,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1923.90,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1884.51,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012962.36,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1627.41,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1731.22,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1817.06,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,1894.20,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Four Seasons Health Care Ltd,25/06/2012,3308.61,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Foxley Lodge,25/06/2012,1359.35,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,"Housing, Regeneration and Environment",Frances Gertler,19/06/2012,1000.00,RENT DEPOSITS - CLIENTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,5617.01,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,34794.11,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,15891.60,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,3572.00,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,3500.00,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,08/06/2012,6965.00,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,09/05/2012,1250.00,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,28/06/2012,2200.00,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,28/06/2012,7440.00,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,28/06/2012,4800.00,PLANNED MAINTENANCE CONSULTANTS
Lambeth,Adults' and Community Services,Friends Of Ruskin Park,14/06/2012,2000.00,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Frosts Landscape Construction ltd,22/06/2012,629531.60,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,Adults' and Community Services,Furnace Managed Services Ltd,08/06/2012,12093.00,SERVICES
Lambeth,Adults' and Community Services,Furnace Managed Services Ltd,08/06/2012,12093.00,SERVICES
Lambeth,Office of the Chief Executive/Finance and Resources,G L Hockfield & Co Solicitors,25/06/2012,4000.00,DAMAGES - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,G M B,13/06/2012,6178.60,COMMISSION
Lambeth,Adults' and Community Services,Galaxy Lettings Ltd,25/05/2012992,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,25/05/2012999,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,25/05/2012960,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,25/05/2012960,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,25/05/2012,1110.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012672,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012,1333.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012864,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012675,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012,1085.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012768,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,25/06/2012800,RENT - B&B - SHARED
Lambeth,Adults' and Community Services,Galleon Care Homes Ltd,25/06/2012,1318.28,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,17/05/2012,4500.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,21/06/2012,4500.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,29/05/2012,7500.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,31/05/2012,3000.00,CONSULTANT ARCHITECT-FEES
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,01/05/2012536.76,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,01/05/2012775.32,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,13/06/2012,3025.00,INDIVIDUAL GAS SERVICING - RESPONSIVE
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,14/05/2012,1073.52,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,25/04/2012,2266.32,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,25/04/2012,1968.12,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,29/05/2012,2504.88,GAS SERVICING REPAIRS
Lambeth,"Housing, Regeneration and Environment",Gas Advisory Services Ltd,29/05/2012,1252.44,GAS SERVICING REPAIRS
Lambeth,Adults' and Community Services,George Potter Care Home Limited,25/06/2012,2114.87,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,George Potter Care Home Limited,25/06/2012,1376.61,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,George Potter Care Home Limited,25/06/2012,1862.14,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,Gibsons Lodge,08/03/2012,3437.74,PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Gibsons Lodge,18/04/2012,3215.95,PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,3309.22,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1758.82,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1906.16,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,2115.86,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,2571.43,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1193.14,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1819.28,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1829.14,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,1380.43,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Gibsons Lodge,25/06/2012,2359.94,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Children and Young People's Service,Glaziers Hall Limited,13/06/2012,2250.00,ROOM AND HALL HIRE
Lambeth,Adults' and Community Services,Glen Care Group,13/06/2012,7374.41,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Glen Care Group,13/06/2012,7882.99,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Glen Care Group,13/06/2012,7628.70,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Glen Care Group,13/06/2012,7882.99,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Glen Care Group,13/06/2012,7628.70,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,God's Ports Housing Society Ltd,25/06/2012944.39,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,08/06/2012,7583.88,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
